conversation_id,system,failed_over,latency_ms,queue_wait_ms,preserved,expected_fact,reasoning,provider,turn_count,concurrency
conv-124,baseline,True,1349.72,84516.35299999741,False,Trevianum,"The assistant failed to recall the specific fact 'Trevianum' from the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for more context. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-122,baseline,True,1256.3,84744.23920000209,False,cyberpunk,"The assistant failed to recall the specific fact that the user only reads 'cyberpunk' books. Instead, it stated that it doesn't have access to previous conversations and asked the user to provide the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-123,baseline,True,1713.99,85229.77919999922,False,Orvaneyl,"The assistant failed to recall the specific codename 'Orvaneyl' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-115,baseline,True,1462.24,84941.12730000126,False,332.26,"The assistant failed to recall the specific parcel tracking ID '332.26' that was expected. Instead, it stated that it doesn't have access to previous interactions or shared information, which means it did not preserve the expected fact.",openai,9,100
conv-113,baseline,True,1426.26,84869.2441000023,False,2021-08-15,"The assistant failed to recall the specific warranty expiration date of 2021-08-15 that was mentioned earlier in the conversation. Instead, it asked for additional information to calculate the expiration date, indicating it did not preserve the expected fact.",openai,11,100
conv-126,baseline,True,1201.38,85016.01270000398,False,cyberpunk,"The assistant failed to recall the specific fact 'cyberpunk' as the book genre the user mentioned earlier. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-127,baseline,True,1255.44,85429.53339999885,False,28 December 2025,"The assistant failed to recall the specific date '28 December 2025' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-129,baseline,True,1446.06,84810.84290000057,False,550-2269,"The assistant did not recall or provide the expected employee ID '550-2269'. Instead, it stated that it doesn't have access to personal data and suggested checking with HR or official documents. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-125,baseline,True,2019.7,85220.53230000603,False,Thais Nyström,"The assistant failed to recall the specific fact 'Thais Nyström' as the new CEO of HelixCorp. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-130,baseline,True,1827.17,85008.8291000034,False,Syndexan,"The assistant failed to recall the specific fact 'Syndexan' as the name of the fictional drug from the screenplay. Instead, it stated that it doesn't have access to the screenplay and offered to help brainstorm, which indicates it did not preserve the expected fact.",openai,11,100
conv-128,baseline,True,1520.0,85455.73120000015,False,884-9540,"The assistant failed to recall the specific flight number '884-9540' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages and asked the user to provide the flight number again. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-131,baseline,True,1664.16,84994.87689999686,False,2571,"The assistant explicitly states that it does not have access to previous conversations or specific data shared, and thus does not recall the expected fact '2571'. It asks the user to provide the information again, indicating it cannot retrieve or remember the fact from earlier in the conversation.",openai,11,100
conv-134,baseline,True,1342.76,85525.19480000001,False,Elixir,"The assistant failed to recall the specific fact that the user's favorite programming language is Elixir. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-132,baseline,True,1580.46,85088.2097000041,False,"December 5, 1992","The assistant failed to recall the specific date 'December 5, 1992' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-133,baseline,True,2500.8,85092.29940000093,False,Idris Mensah,"The assistant failed to recall the specific fact 'Idris Mensah' as the new CEO of HelixCorp, which was provided earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates that the expected fact was not preserved.",openai,9,100
conv-136,baseline,True,1606.42,85778.66069999807,False,Blivionite,"The assistant failed to recall the specific fact 'Blivionite' as the name of the fictional drug from the screenplay. Instead, it stated that it doesn't have access to the screenplay and offered to help brainstorm, which indicates it did not preserve the expected fact.",openai,7,100
conv-139,baseline,True,1259.41,84621.1696000015,False,16 July 1968,"The assistant failed to recall the specific lease renewal date of 16 July 1968 mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-135,baseline,True,1174.4,86164.95290000227,False,Cephlonil,"The assistant failed to recall the specific fact 'Cephlonil' as the name of the magical mineral. Instead, it stated that it doesn't have access to previous conversations and asked for more context, which indicates it did not preserve the expected fact.",openai,11,100
conv-140,baseline,True,1344.34,85875.52540000217,False,Lapce,The assistant explicitly states that it cannot recall the text editor mentioned earlier in the conversation. It does not provide the expected fact 'Lapce' and instead asks the user to provide the information again.,openai,11,100
conv-138,baseline,True,1933.6,85427.94099999839,False,coastal,"The assistant failed to recall the specific fact that the user always chooses coastal vacation destinations. Instead, it stated that it doesn't have access to previous statements, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-143,baseline,True,1154.5,84404.48060000618,False,Torquexol,"The assistant failed to recall the specific fact 'Torquexol' as the name of the magical mineral. Instead, it stated that it doesn't have access to previous conversations and offered to help brainstorm, which indicates it did not preserve the expected fact.",openai,7,100
conv-137,baseline,True,1228.17,85415.94090000067,False,Thais Osei,"The assistant failed to recall the specific fact 'Thais Osei' as the name of the user's childhood best friend, which was provided earlier in the conversation. Instead, it gave a generic response about not having access to personal information.",openai,9,100
conv-141,baseline,True,1430.8,84508.59070000488,False,zone-2 cycling,"The assistant failed to recall the specific fact 'zone-2 cycling' as the user's favorite workout. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-145,baseline,True,1658.89,84122.61389999792,False,Calla Okonkwo,"The assistant failed to recall the specific fact 'Calla Okonkwo' as the new CEO of HelixCorp. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-142,baseline,True,1245.23,85844.03090000023,False,"July 19, 1968","The assistant failed to recall the specific date 'July 19, 1968' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-144,baseline,True,1384.66,85546.37990000236,False,LQM5K8,"The assistant failed to recall the specific fact 'LQM5K8' from the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the information again. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-146,baseline,True,1522.45,85497.6620999991,False,18 December 1971,"The assistant failed to recall the specific date '18 December 1971' that was expected as the warranty expiration date. Instead, it stated that it doesn't have information about the warranty and asked for additional details to calculate the expiration date. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-147,baseline,True,1348.62,84176.73019999778,False,"November 2, 1968","The assistant failed to recall the specific date 'November 2, 1968' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have information about the warranty details and asked for additional information to calculate the expiration date. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-150,baseline,True,1213.04,84703.98679999435,False,Emacs (Doom),"The assistant failed to recall the specific fact that the user always uses Emacs (Doom). Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,11,100
conv-148,baseline,True,1642.32,84631.0197999982,False,Vesper Murakami,"The assistant failed to recall the specific fact 'Vesper Murakami' as the landlord's name, which was provided earlier in the conversation. Instead, it stated that it doesn't have access to personal information, which is incorrect in this context since the information was part of the conversation history.",openai,11,100
conv-149,baseline,True,2031.32,83747.24710000196,False,YUHZ1G,"The assistant failed to recall the specific tracking ID 'YUHZ1G' that was shared earlier in the conversation. Instead, it stated that it doesn't have access to previous interactions, which means it did not preserve the expected fact.",openai,7,100
conv-003,treatment,True,3916.42,861.3739000006881,True,Moxilar,Exact substring match for the fact 'Moxilar' found.,openai,9,100
conv-006,treatment,True,4100.0,863.9945000017178,True,100.22,Exact substring match for the fact '100.22' found.,openai,11,100
conv-012,treatment,True,1045.65,4775.873099999468,True,Evren Vasquez,Exact substring match for the fact 'Evren Vasquez' found.,openai,7,100
conv-001,treatment,True,1238.95,4967.358699998772,True,Thai,Exact substring match for the fact 'Thai' found.,openai,11,100
conv-011,treatment,True,1023.84,5825.513699995845,True,Mirren Whitmore,Exact substring match for the fact 'Mirren Whitmore' found.,openai,9,100
conv-008,treatment,True,1097.79,6214.611200004388,True,Quorbol,Exact substring match for the fact 'Quorbol' found.,openai,9,100
conv-013,treatment,True,1053.61,6848.388700006516,True,Alaric Osei,Exact substring match for the fact 'Alaric Osei' found.,openai,11,100
conv-002,treatment,True,933.09,7312.62460000152,True,chartreuse,Exact substring match for the fact 'chartreuse' found.,openai,7,100
conv-007,treatment,True,1080.94,7911.128100000324,True,Yuna Delacroix,Exact substring match for the fact 'Yuna Delacroix' found.,openai,7,100
conv-010,treatment,True,1093.35,8238.764299999375,True,Ethiopian,Exact substring match for the fact 'Ethiopian' found.,openai,9,100
conv-009,treatment,True,974.51,9006.135199997525,True,Cassiel Murakami,Exact substring match for the fact 'Cassiel Murakami' found.,openai,9,100
conv-005,treatment,True,919.7,9341.844099994352,True,Yuna Kowalski,Exact substring match for the fact 'Yuna Kowalski' found.,openai,7,100
conv-019,treatment,True,1068.02,10251.820700001805,True,Lapce,Exact substring match for the fact 'Lapce' found.,openai,11,100
conv-021,treatment,True,1442.4,9964.527500000166,True,Nexiumium,Exact substring match for the fact 'Nexiumium' found.,openai,9,100
conv-014,treatment,True,1175.54,11409.196700002394,True,442.84,Exact substring match for the fact '442.84' found.,openai,11,100
conv-017,treatment,True,1409.18,11322.295800006592,True,WNNHJ7,Exact substring match for the fact 'WNNHJ7' found.,openai,7,100
conv-018,treatment,True,979.62,12585.181600005011,True,Gothic horror,Exact substring match for the fact 'Gothic horror' found.,openai,9,100
conv-004,treatment,True,1109.57,12745.044000003494,True,Zeltrixite,Exact substring match for the fact 'Zeltrixite' found.,openai,7,100
conv-020,treatment,True,1107.92,13566.966099994183,True,Cassiel Achterberg,Exact substring match for the fact 'Cassiel Achterberg' found.,openai,11,100
conv-016,treatment,True,1512.33,14678.649099999822,True,"May 3, 1994","Exact substring match for the fact 'May 3, 1994' found.",openai,9,100
conv-022,treatment,True,938.03,15355.62329999564,True,"June 13, 1999","Exact substring match for the fact 'June 13, 1999' found.",openai,11,100
conv-015,treatment,True,1073.18,16199.353700001077,True,Anouk Okonkwo,Exact substring match for the fact 'Anouk Okonkwo' found.,openai,7,100
conv-027,treatment,True,968.4,16309.642700003425,True,Gitflow with squash merges,Exact substring match for the fact 'Gitflow with squash merges' found.,openai,9,100
conv-025,treatment,True,1256.09,17263.54290000276,True,solarpunk,Exact substring match for the fact 'solarpunk' found.,openai,11,100
conv-031,treatment,True,876.26,18344.79649999867,True,Caelum Kimathi,Exact substring match for the fact 'Caelum Kimathi' found.,openai,11,100
conv-033,treatment,True,1178.32,18521.005800000225,True,11 November 1979,Exact substring match for the fact '11 November 1979' found.,openai,9,100
conv-036,treatment,True,1084.85,19214.224599999587,True,Isadora Fontaine,Exact substring match for the fact 'Isadora Fontaine' found.,openai,9,100
conv-029,treatment,True,994.53,19731.08339999811,True,"January 28, 1979","Exact substring match for the fact 'January 28, 1979' found.",openai,9,100
conv-038,treatment,True,978.58,20302.28659999826,True,17,Exact substring match for the fact '17' found.,openai,9,100
conv-040,treatment,True,972.74,20696.27040000084,True,96,Exact substring match for the fact '96' found.,openai,7,100
conv-056,treatment,True,960.01,21660.986099998594,True,Plexarase,Exact substring match for the fact 'Plexarase' found.,openai,11,100
conv-051,treatment,True,1066.96,22707.84199999991,True,"August 26, 2017","Exact substring match for the fact 'August 26, 2017' found.",openai,9,100
conv-026,treatment,True,1015.96,23090.669100002466,True,214.79,Exact substring match for the fact '214.79' found.,openai,7,100
conv-024,treatment,True,1255.62,23782.30870000325,True,pour-over Ethiopian Yirgacheffe,Exact substring match for the fact 'pour-over Ethiopian Yirgacheffe' found.,openai,7,100
conv-035,treatment,True,1004.39,24095.987599999775,True,"November 17, 1990","Exact substring match for the fact 'November 17, 1990' found.",openai,9,100
conv-028,treatment,True,1228.93,25033.494599997757,True,cyberpunk,Exact substring match for the fact 'cyberpunk' found.,openai,7,100
conv-057,treatment,True,1938.68,25103.275300002882,True,"January 21, 1966","Exact substring match for the fact 'January 21, 1966' found.",openai,11,100
conv-055,treatment,True,1121.47,27032.021299999586,True,Stellan Petrov,Exact substring match for the fact 'Stellan Petrov' found.,openai,11,100
conv-053,treatment,True,1055.27,27234.433099995676,True,919-2790,Exact substring match for the fact '919-2790' found.,openai,9,100
conv-049,treatment,True,1262.47,28303.269500001654,True,coastal,Exact substring match for the fact 'coastal' found.,openai,11,100
conv-052,treatment,True,1403.5,28194.026800003834,True,MO5BXX,Exact substring match for the fact 'MO5BXX' found.,openai,7,100
conv-048,treatment,True,1433.43,29600.00909999967,True,Tova Kowalski,Exact substring match for the fact 'Tova Kowalski' found.,openai,11,100
conv-047,treatment,True,1524.18,29564.721199997053,True,Plexarase,Exact substring match for the fact 'Plexarase' found.,openai,11,100
conv-045,treatment,True,2004.35,31089.61520000155,True,Phalixar,Exact substring match for the fact 'Phalixar' found.,openai,11,100
conv-046,treatment,True,1482.05,31970.22179999347,True,Haskell,Exact substring match for the fact 'Haskell' found.,openai,7,100
conv-042,treatment,True,1411.16,33095.36989999798,True,83.40,Exact substring match for the fact '83.40' found.,openai,11,100
conv-041,treatment,True,1189.89,34509.30780000055,True,383.15,Exact substring match for the fact '383.15' found.,openai,9,100
conv-037,treatment,True,1249.12,35706.95210000162,True,rowing intervals,Exact substring match for the fact 'rowing intervals' found.,openai,11,100
conv-063,treatment,True,1057.46,36942.31310000395,True,Zeltrixil,Exact substring match for the fact 'Zeltrixil' found.,openai,9,100
conv-058,treatment,True,1351.42,38003.180399994526,True,Stellan Taniguchi,Exact substring match for the fact 'Stellan Taniguchi' found.,openai,7,100
conv-044,treatment,True,6089.64,33458.60180000287,True,9XPSEI,Exact substring match for the fact '9XPSEI' found.,openai,9,100
conv-061,treatment,True,1259.3,39351.387499996854,True,"May 14, 2027","Exact substring match for the fact 'May 14, 2027' found.",openai,9,100
conv-034,treatment,True,1544.44,39567.61350000091,True,AZZ81S,Exact substring match for the fact 'AZZ81S' found.,openai,11,100
conv-050,treatment,True,1080.48,40649.73080000035,True,Phalixil,Exact substring match for the fact 'Phalixil' found.,openai,9,100
conv-059,treatment,True,1071.55,41098.0560999966,True,Cephlonium,Exact substring match for the fact 'Cephlonium' found.,openai,7,100
conv-054,treatment,True,1011.12,41713.84729999693,True,8886,Exact substring match for the fact '8886' found.,openai,9,100
conv-065,treatment,True,1327.93,42171.503099997986,True,1222,Exact substring match for the fact '1222' found.,openai,7,100
conv-072,treatment,True,1202.37,43485.218100001446,True,"August 20, 1977","Exact substring match for the fact 'August 20, 1977' found.",openai,7,100
conv-067,treatment,True,1187.89,44129.55730000355,True,Phalixus,Exact substring match for the fact 'Phalixus' found.,openai,11,100
conv-060,treatment,True,992.59,44745.38829999967,True,52,Exact substring match for the fact '52' found.,openai,7,100
conv-070,treatment,True,1038.41,45710.99930000593,True,cold-brew concentrate,Exact substring match for the fact 'cold-brew concentrate' found.,openai,7,100
conv-071,treatment,True,2774.66,45314.260800000775,True,568-6180,Exact substring match for the fact '568-6180' found.,openai,7,100
conv-066,treatment,True,1163.89,48094.86480000104,True,Plexaros,Exact substring match for the fact 'Plexaros' found.,openai,9,100
conv-064,treatment,True,887.51,49259.91269999988,True,Gleam,Exact substring match for the fact 'Gleam' found.,openai,9,100
conv-069,treatment,True,6899.55,46758.01079999846,True,Bastian Mbeki,Exact substring match for the fact 'Bastian Mbeki' found.,openai,9,100
conv-075,treatment,True,1118.47,54676.14940000328,True,Torquexar,Exact substring match for the fact 'Torquexar' found.,openai,9,100
conv-076,treatment,True,6565.71,50141.89760000121,True,literary fiction,Exact substring match for the fact 'literary fiction' found.,openai,7,100
conv-081,treatment,True,912.95,56702.161200000686,True,145-1058,Exact substring match for the fact '145-1058' found.,openai,9,100
conv-073,treatment,True,1045.15,57103.87509999956,True,133.34,Exact substring match for the fact '133.34' found.,openai,9,100
conv-080,treatment,True,1147.75,57620.077900002885,True,Syndexium,Exact substring match for the fact 'Syndexium' found.,openai,9,100
conv-077,treatment,True,1528.48,58149.00879999999,True,4433,Exact substring match for the fact '4433' found.,openai,9,100
conv-079,treatment,True,1107.36,58772.7231999979,True,Nexiumine,Exact substring match for the fact 'Nexiumine' found.,openai,7,100
conv-083,treatment,True,1002.93,59670.99039999686,True,Isadora Mbeki,Exact substring match for the fact 'Isadora Mbeki' found.,openai,9,100
conv-085,treatment,True,1045.09,59874.75409999714,True,18 October 1983,Exact substring match for the fact '18 October 1983' found.,openai,11,100
conv-082,treatment,True,1057.83,60678.063800003394,True,Orla Kimathi,Exact substring match for the fact 'Orla Kimathi' found.,openai,9,100
conv-074,treatment,True,888.53,61758.48970000169,True,Plexarix,Exact substring match for the fact 'Plexarix' found.,openai,9,100
conv-088,treatment,True,908.97,61832.922500001994,True,Orvaneis,Exact substring match for the fact 'Orvaneis' found.,openai,9,100
conv-090,treatment,True,911.73,62620.27849999848,True,Elara Petrov,Exact substring match for the fact 'Elara Petrov' found.,openai,11,100
conv-086,treatment,True,1077.57,62744.77920000337,True,Gorlixix,Exact substring match for the fact 'Gorlixix' found.,openai,11,100
conv-091,treatment,True,1160.71,63532.700899999436,True,28 November 1996,Exact substring match for the fact '28 November 1996' found.,openai,9,100
conv-089,treatment,True,1363.34,63819.886199995264,True,Plexarol,Exact substring match for the fact 'Plexarol' found.,openai,9,100
conv-093,treatment,True,867.29,65182.25800000269,True,Plexarine,Exact substring match for the fact 'Plexarine' found.,openai,7,100
conv-092,treatment,True,1259.46,66057.96899999517,True,Amara Castellano,Exact substring match for the fact 'Amara Castellano' found.,openai,7,100
conv-094,treatment,True,2793.98,64694.76780000187,True,Vietnamese egg coffee,Exact substring match for the fact 'Vietnamese egg coffee' found.,openai,7,100
conv-023,treatment,True,1503.9,13851.25149999992,True,21 April 2028,"The assistant correctly recalled the date 'April 21, 2028' as the date given for the surgery, which matches the Expected Fact '21 April 2028'. The format is slightly different but the information is accurate.",openai,7,100
conv-095,treatment,True,1109.89,67492.2588999977,True,487,Exact substring match for the fact '487' found.,openai,9,100
conv-097,treatment,True,1078.57,68520.58360000013,True,Zephyr Volkov,Exact substring match for the fact 'Zephyr Volkov' found.,openai,9,100
conv-096,treatment,True,1053.63,68603.03079999937,True,Nexiumax,Exact substring match for the fact 'Nexiumax' found.,openai,11,100
conv-098,treatment,True,967.81,69655.76369999518,True,"November 27, 2007","Exact substring match for the fact 'November 27, 2007' found.",openai,11,100
conv-099,treatment,True,1236.86,69594.10559999831,True,"March 19, 1998","Exact substring match for the fact 'March 19, 1998' found.",openai,7,100
conv-101,treatment,True,880.85,66138.79469999802,True,zone-2 cycling,Exact substring match for the fact 'zone-2 cycling' found.,openai,9,100
conv-100,treatment,True,1279.62,70623.48239999963,True,Zephyr Hartmann,Exact substring match for the fact 'Zephyr Hartmann' found.,openai,7,100
conv-103,treatment,True,993.14,66161.82389999316,True,oat-milk cortado,Exact substring match for the fact 'oat-milk cortado' found.,openai,11,100
conv-102,treatment,True,1183.74,66842.49379999567,True,Amara Nyström,Exact substring match for the fact 'Amara Nyström' found.,openai,9,100
conv-105,treatment,True,991.49,66146.43749999993,True,ship/show/ask,Exact substring match for the fact 'ship/show/ask' found.,openai,7,100
conv-104,treatment,True,1167.7,66777.57850000304,True,Gleam,Exact substring match for the fact 'Gleam' found.,openai,7,100
conv-106,treatment,True,1048.5,66671.13240000332,True,Bastian Achterberg,Exact substring match for the fact 'Bastian Achterberg' found.,openai,9,100
conv-107,treatment,True,1057.51,66245.75409999544,True,Bastian Castellano,Exact substring match for the fact 'Bastian Castellano' found.,openai,9,100
conv-108,treatment,True,1168.93,66856.70979999832,True,literary fiction,Exact substring match for the fact 'literary fiction' found.,openai,9,100
conv-068,treatment,True,1304.82,55799.62920000009,True,22 July 2031,"The assistant correctly recalled the specific date 'July 22, 2031' as the anniversary, which matches the Expected Fact '22 July 2031'. The order of the day and month is slightly different, but the information is accurate and complete.",openai,11,100
conv-110,treatment,True,946.57,66936.56789999665,True,Rynolos,Exact substring match for the fact 'Rynolos' found.,openai,11,100
conv-111,treatment,True,1346.66,66329.9002000014,True,Amara Mensah,Exact substring match for the fact 'Amara Mensah' found.,openai,11,100
conv-112,treatment,True,987.47,66959.2408999961,True,Ronan Ashworth,Exact substring match for the fact 'Ronan Ashworth' found.,openai,9,100
conv-084,treatment,True,910.85,60922.29429999882,True,1984-02-03,"The assistant correctly recalled the specific fact that the sister's birthday is on February 3, 1984, which matches the Expected Fact of 1984-02-03. The date is accurately represented in a different format, but the information is preserved.",openai,11,100
conv-114,treatment,True,1054.55,66793.54079999831,True,Helix,Exact substring match for the fact 'Helix' found.,openai,9,100
conv-115,treatment,True,997.13,66332.11040000216,True,332.26,Exact substring match for the fact '332.26' found.,openai,9,100
conv-116,treatment,True,897.93,66528.69830000337,True,Georgian,Exact substring match for the fact 'Georgian' found.,openai,7,100
conv-117,treatment,True,1144.78,66351.35379999937,True,3362,Exact substring match for the fact '3362' found.,openai,11,100
conv-118,treatment,True,898.89,66324.05800000236,True,34,Exact substring match for the fact '34' found.,openai,9,100
conv-032,treatment,True,1068.33,17273.092500001498,True,1979-11-24,"The assistant correctly recalled the date 'November 24, 1979' as the date the historical event occurred, which matches the Expected Fact '1979-11-24'. The format is slightly different, but the information is accurate.",openai,11,100
conv-120,treatment,True,889.22,65716.11410000062,True,Cephlonyl,Exact substring match for the fact 'Cephlonyl' found.,openai,9,100
conv-121,treatment,True,984.03,65774.75379999631,True,Moxilis,Exact substring match for the fact 'Moxilis' found.,openai,11,100
conv-122,treatment,True,1052.32,65705.79029999749,True,cyberpunk,Exact substring match for the fact 'cyberpunk' found.,openai,9,100
conv-123,treatment,True,1092.81,65685.84449999809,True,Orvaneyl,Exact substring match for the fact 'Orvaneyl' found.,openai,7,100
conv-124,treatment,True,1283.56,65765.46530000254,True,Trevianum,Exact substring match for the fact 'Trevianum' found.,openai,7,100
conv-125,treatment,True,987.44,65686.76400000264,True,Thais Nyström,Exact substring match for the fact 'Thais Nyström' found.,openai,11,100
conv-126,treatment,True,1041.22,65812.13810000106,True,cyberpunk,Exact substring match for the fact 'cyberpunk' found.,openai,7,100
conv-043,treatment,True,941.26,31025.375599994335,True,8935,"The assistant correctly recalled the specific fact '8935' from earlier in the conversation, even though it added 'thousand dollars' for context. The core numerical value was preserved accurately.",openai,11,100
conv-128,treatment,True,936.57,65664.51580000087,True,884-9540,Exact substring match for the fact '884-9540' found.,openai,7,100
conv-129,treatment,True,1242.05,65707.5778000006,True,550-2269,Exact substring match for the fact '550-2269' found.,openai,7,100
conv-130,treatment,True,1219.39,65593.38090000367,True,Syndexan,Exact substring match for the fact 'Syndexan' found.,openai,11,100
conv-062,treatment,True,1410.64,42715.78999999662,True,1972-04-02,"The assistant correctly recalled the lease renewal date as April 2, 1972, which matches the expected fact of 1972-04-02. The date is accurately preserved, even though the format is slightly different.",openai,11,100
conv-132,treatment,True,1070.03,65853.6776999998,True,"December 5, 1992","Exact substring match for the fact 'December 5, 1992' found.",openai,7,100
conv-133,treatment,True,995.78,65788.88669999762,True,Idris Mensah,Exact substring match for the fact 'Idris Mensah' found.,openai,9,100
conv-134,treatment,True,897.53,65536.84759999506,True,Elixir,Exact substring match for the fact 'Elixir' found.,openai,7,100
conv-135,treatment,True,1144.32,65634.5505999992,True,Cephlonil,Exact substring match for the fact 'Cephlonil' found.,openai,11,100
conv-136,treatment,True,1473.63,65408.414099998896,True,Blivionite,Exact substring match for the fact 'Blivionite' found.,openai,7,100
conv-137,treatment,True,996.02,65544.90500000115,True,Thais Osei,Exact substring match for the fact 'Thais Osei' found.,openai,9,100
conv-138,treatment,True,1306.2,65877.19980000019,True,coastal,Exact substring match for the fact 'coastal' found.,openai,11,100
conv-140,treatment,True,1180.81,65228.86739999906,True,Lapce,Exact substring match for the fact 'Lapce' found.,openai,11,100
conv-141,treatment,True,1534.61,66230.18450000625,True,zone-2 cycling,Exact substring match for the fact 'zone-2 cycling' found.,openai,11,100
conv-139,treatment,True,5328.79,65315.73319999691,True,16 July 1968,Exact substring match for the fact '16 July 1968' found.,openai,9,100
conv-143,treatment,True,881.67,68604.91549999527,True,Torquexol,Exact substring match for the fact 'Torquexol' found.,openai,7,100
conv-142,treatment,True,11722.16,66845.35309999526,True,"July 19, 1968","Exact substring match for the fact 'July 19, 1968' found.",openai,9,100
conv-144,treatment,True,9332.64,68217.83950000153,True,LQM5K8,Exact substring match for the fact 'LQM5K8' found.,openai,7,100
conv-145,treatment,True,1307.76,77121.01009999939,True,Calla Okonkwo,Exact substring match for the fact 'Calla Okonkwo' found.,openai,9,100
conv-146,treatment,True,1002.82,76085.15540000523,True,18 December 1971,Exact substring match for the fact '18 December 1971' found.,openai,9,100
conv-147,treatment,True,1204.62,76941.84039999935,True,"November 2, 1968","Exact substring match for the fact 'November 2, 1968' found.",openai,9,100
conv-148,treatment,True,1255.63,76161.30300000042,True,Vesper Murakami,Exact substring match for the fact 'Vesper Murakami' found.,openai,11,100
conv-150,treatment,True,914.92,75923.33310000248,True,Emacs (Doom),Exact substring match for the fact 'Emacs (Doom)' found.,openai,11,100
conv-149,treatment,True,1221.38,76148.55559999973,True,YUHZ1G,Exact substring match for the fact 'YUHZ1G' found.,openai,7,100
conv-030,treatment,True,1784.46,21290.588999999127,True,3 October 2014,"The assistant correctly recalls and incorporates the specific fact that the passport expires on October 3, 2014. This matches the Expected Fact provided, indicating that the assistant's response is accurate and relevant to the probe question.",openai,11,100
conv-087,treatment,True,1203.34,67319.86279999549,True,1996-04-22,"The assistant correctly recalled the project deadline as April 22, 1996, which matches the Expected Fact of 1996-04-22. The date is accurately preserved, even though the format is slightly different.",openai,11,100
conv-039,treatment,True,989.65,26250.06189999429,True,1049,"The assistant correctly recalled the expected fact by stating the quarterly budget as 1,049 thousand dollars, which aligns with the expected fact of 1049. The assistant's response is accurate and incorporates the specific detail from earlier in the conversation.",openai,7,100
conv-078,treatment,True,1002.62,53668.702700000016,True,18 December 1984,"The assistant correctly recalled and stated the expected fact, which is the date of the anniversary: December 18, 1984. The response matches the expected fact exactly.",openai,7,100
conv-113,treatment,True,1257.89,66333.38330000047,True,2021-08-15,"The assistant correctly recalled the specific date 'August 15, 2021' as the expiration date of the warranty, which matches the Expected Fact '2021-08-15'. The format is slightly different but the information is accurate.",openai,11,100
conv-127,treatment,True,988.6,65796.28959999958,True,28 December 2025,"The assistant correctly recalled and stated the expected fact that the anniversary is on December 28, 2025. The date matches exactly with the expected fact provided.",openai,9,100
conv-119,treatment,True,933.06,66384.59200000518,True,1989-08-14,"The assistant correctly recalled the date 'August 14, 1989' as the start date of the conference, which matches the Expected Fact '1989-08-14'. The format is slightly different but the information is accurate.",openai,11,100
conv-109,treatment,True,1097.99,66219.75089999817,True,2002-06-13,"The assistant correctly recalled the date 'June 13, 2002' as the start date of the job, which matches the Expected Fact '2002-06-13'. The format is slightly different, but the information is accurate and complete.",openai,9,100
conv-131,treatment,True,1168.84,65966.24159999765,True,2571,"The assistant correctly recalled the specific fact '2571' from earlier in the conversation, even though it added 'thousand dollars' for context. The core numerical fact was preserved accurately.",openai,11,100
