conversation_id,system,failed_over,latency_ms,queue_wait_ms,preserved,expected_fact,reasoning,provider,turn_count,concurrency
conv-119,baseline,True,1227.99,80601.39310000463,False,1989-08-14,"The assistant explicitly states that it does not have access to previous conversations or specific details, which means it did not recall or provide the expected fact (1989-08-14) about when the conference starts. Therefore, the fact was not preserved in the response.",openai,11,100
conv-121,baseline,True,2341.28,82000.391400005,False,Moxilis,"The assistant failed to recall the specific fact 'Moxilis' as the name of the alien species. Instead, it stated that it doesn't have access to previous conversations and offered to help brainstorm, which indicates it did not preserve the expected fact.",openai,11,100
conv-117,baseline,True,1167.88,78831.64250000205,False,3362,The assistant failed to recall the specific fact '3362' from earlier in the conversation and instead stated that it doesn't have access to previous messages. This indicates that the expected fact was not preserved in the response.,openai,11,100
conv-124,baseline,True,1461.29,84259.26659999751,False,Trevianum,"The assistant failed to recall the specific fact 'Trevianum' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,7,100
conv-125,baseline,True,1621.63,83629.61030000006,False,Thais Nyström,"The assistant failed to recall the specific fact 'Thais Nyström' as the new CEO of HelixCorp. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-123,baseline,True,1433.99,83175.25270000396,False,Orvaneyl,"The assistant failed to recall the specific codename 'Orvaneyl' from earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,7,100
conv-122,baseline,True,1713.96,84160.35330000253,False,cyberpunk,"The assistant failed to recall the specific fact that the user only reads 'cyberpunk' books. Instead, it stated that it doesn't have access to previous conversations and asked the user to provide the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-130,baseline,True,1132.88,84098.99920000054,False,Syndexan,"The assistant failed to recall the specific fact 'Syndexan' as the name of the fictional drug from the screenplay. Instead, it stated that it doesn't have access to the screenplay and offered to help brainstorm, indicating it did not preserve the expected fact.",openai,11,100
conv-126,baseline,True,1566.14,84203.6315999966,False,cyberpunk,"The assistant failed to recall the specific fact that the user only reads the 'cyberpunk' genre. Instead, it stated that it doesn't have access to previous conversations and asked the user to provide the information again. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-129,baseline,True,1292.59,83793.92269999973,False,550-2269,"The assistant did not recall or provide the expected fact, which is the employee ID '550-2269'. Instead, it stated that it doesn't have access to personal data and suggested checking with HR or official documents. This indicates that the assistant did not preserve the specific fact from earlier in the conversation.",openai,7,100
conv-128,baseline,True,1572.1,84105.31879999812,False,884-9540,"The assistant failed to recall the specific flight number '884-9540' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages and asked for the flight number again. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-133,baseline,True,1196.18,83663.15189999924,False,Idris Mensah,"The assistant failed to recall the specific fact 'Idris Mensah' as the new CEO of HelixCorp. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-132,baseline,True,1811.41,83695.82440000001,False,"December 5, 1992","The assistant failed to recall the specific date 'December 5, 1992' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-138,baseline,True,1020.11,85495.5424999984,False,coastal,"The assistant failed to recall the specific fact 'coastal' from earlier in the conversation. Instead, it stated that it doesn't have access to previous statements, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-134,baseline,True,2039.22,83532.00830000298,False,Elixir,"The assistant failed to recall the specific fact that the user's favorite programming language is Elixir. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,7,100
conv-135,baseline,True,6102.21,83868.22319999647,False,Cephlonil,"The assistant failed to recall the specific fact 'Cephlonil' from the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for more context, indicating it did not preserve the expected fact.",openai,11,100
conv-137,baseline,True,1132.03,85778.37870000143,False,Thais Osei,"The assistant failed to recall the specific fact 'Thais Osei' as the name of the user's childhood best friend. Instead, it provided a generic response about not having access to personal information, indicating it did not remember the fact shared earlier in the conversation.",openai,9,100
conv-136,baseline,True,1568.3,84240.96990000443,False,Blivionite,"The assistant failed to recall the specific fact 'Blivionite' as the name of the fictional drug from the screenplay. Instead, it stated that it doesn't have access to the screenplay and offered to help brainstorm, which indicates it did not preserve the expected fact.",openai,7,100
conv-131,baseline,True,1123.26,83897.33890000237,False,2571,"The assistant explicitly states that it does not have access to previous conversations or specific data shared, and thus does not recall the expected fact '2571'. It asks the user to provide the information again, indicating it cannot retrieve or remember the fact.",openai,11,100
conv-127,baseline,True,1409.84,83969.87459999972,False,28 December 2025,"The assistant failed to recall the specific date '28 December 2025' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-139,baseline,True,1221.4,86324.36790000284,False,16 July 1968,"The assistant failed to recall the specific lease renewal date of 16 July 1968 mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact.",openai,9,100
conv-141,baseline,True,1361.87,86202.0322999967,False,zone-2 cycling,"The assistant failed to recall the specific fact 'zone-2 cycling' as the user's favorite workout. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,11,100
conv-140,baseline,True,1189.48,85873.68530000186,False,Lapce,"The assistant explicitly states that it cannot recall the text editor mentioned earlier in the conversation. It does not provide the expected fact, 'Lapce,' and instead asks the user to provide the information again. Therefore, the expected fact was not preserved in the response.",openai,11,100
conv-145,baseline,True,1161.72,84322.53310000311,False,Calla Okonkwo,"The assistant failed to recall the specific fact 'Calla Okonkwo' as the new CEO of HelixCorp. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-143,baseline,True,1444.37,85651.29590000032,False,Torquexol,"The assistant failed to recall the specific fact 'Torquexol' as the name of the magical mineral. Instead, it stated that it doesn't have access to previous conversations and asked for more context, which indicates it did not preserve the expected fact.",openai,7,100
conv-142,baseline,True,1791.86,85702.88389999523,False,"July 19, 1968","The assistant failed to recall the specific date 'July 19, 1968' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-146,baseline,True,1348.5,84864.953999997,False,18 December 1971,"The assistant failed to recall the specific date '18 December 1971' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have information about the warranty details and asked for more information to calculate the expiration date. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-149,baseline,True,1166.78,84528.61069999883,False,YUHZ1G,"The assistant failed to recall the specific parcel tracking ID 'YUHZ1G' that was shared earlier in the conversation. Instead, it stated that it doesn't have access to previous interactions, which means it did not preserve the expected fact.",openai,7,100
conv-144,baseline,True,1901.42,84795.8717000021,False,LQM5K8,The assistant explicitly states that it does not have access to previous conversations and asks the user to provide the number of units needed. This indicates that the assistant did not recall the specific fact 'LQM5K8' from earlier in the conversation.,openai,7,100
conv-147,baseline,True,1442.48,84362.8676999994,False,"November 2, 1968","The assistant failed to recall the specific date 'November 2, 1968' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have any information about the warranty details and asked for additional information to calculate the expiration date. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-150,baseline,True,1093.39,84864.54380000396,False,Emacs (Doom),"The assistant failed to recall the specific fact that the user always uses Emacs (Doom). Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-148,baseline,True,1526.65,84839.48969999599,False,Vesper Murakami,"The assistant failed to recall the specific fact 'Vesper Murakami' as the landlord's name, which was provided earlier in the conversation. Instead, it gave a generic response about not having access to personal information, which indicates it did not preserve the expected fact.",openai,11,100
conv-008,treatment,True,3473.15,845.7667000018641,True,Quorbol,Exact substring match for the fact 'Quorbol' found.,openai,9,100
conv-004,treatment,True,3513.22,835.2107000035189,True,Zeltrixite,Exact substring match for the fact 'Zeltrixite' found.,openai,7,100
conv-003,treatment,True,913.59,4319.635800002401,True,Moxilar,Exact substring match for the fact 'Moxilar' found.,openai,9,100
conv-001,treatment,True,1067.7,4348.6872999997695,True,Thai,Exact substring match for the fact 'Thai' found.,openai,11,100
conv-006,treatment,True,1104.01,5230.597099997811,True,100.22,Exact substring match for the fact '100.22' found.,openai,11,100
conv-005,treatment,True,986.06,5414.085899999189,True,Yuna Kowalski,Exact substring match for the fact 'Yuna Kowalski' found.,openai,7,100
conv-002,treatment,True,872.49,6340.494000005236,True,chartreuse,Exact substring match for the fact 'chartreuse' found.,openai,7,100
conv-012,treatment,True,987.22,6396.248600004562,True,Evren Vasquez,Exact substring match for the fact 'Evren Vasquez' found.,openai,7,100
conv-007,treatment,True,921.33,7451.8995999943745,True,Yuna Delacroix,Exact substring match for the fact 'Yuna Delacroix' found.,openai,7,100
conv-011,treatment,True,1705.93,7210.084899994479,True,Mirren Whitmore,Exact substring match for the fact 'Mirren Whitmore' found.,openai,9,100
conv-010,treatment,True,1268.74,8314.93040000303,True,Ethiopian,Exact substring match for the fact 'Ethiopian' found.,openai,9,100
conv-009,treatment,True,998.1,8919.900599995139,True,Cassiel Murakami,Exact substring match for the fact 'Cassiel Murakami' found.,openai,9,100
conv-015,treatment,True,770.3,9583.299900001428,True,Anouk Okonkwo,Exact substring match for the fact 'Anouk Okonkwo' found.,openai,7,100
conv-014,treatment,True,1159.12,9917.135100000709,True,442.84,Exact substring match for the fact '442.84' found.,openai,11,100
conv-017,treatment,True,1376.14,10356.06919999585,True,WNNHJ7,Exact substring match for the fact 'WNNHJ7' found.,openai,7,100
conv-020,treatment,True,1077.26,11075.80910000072,True,Cassiel Achterberg,Exact substring match for the fact 'Cassiel Achterberg' found.,openai,11,100
conv-013,treatment,True,1107.96,12158.199300001164,True,Alaric Osei,Exact substring match for the fact 'Alaric Osei' found.,openai,11,100
conv-021,treatment,True,1588.9,11733.471700000076,True,Nexiumium,Exact substring match for the fact 'Nexiumium' found.,openai,9,100
conv-016,treatment,True,1139.39,13267.366299998961,True,"May 3, 1994","Exact substring match for the fact 'May 3, 1994' found.",openai,9,100
conv-022,treatment,True,1114.38,13322.05790000351,True,"June 13, 1999","Exact substring match for the fact 'June 13, 1999' found.",openai,11,100
conv-018,treatment,True,830.35,14429.625300003134,True,Gothic horror,Exact substring match for the fact 'Gothic horror' found.,openai,9,100
conv-024,treatment,True,1067.91,15244.894200002575,True,pour-over Ethiopian Yirgacheffe,Exact substring match for the fact 'pour-over Ethiopian Yirgacheffe' found.,openai,7,100
conv-025,treatment,True,907.86,16307.172699998118,True,solarpunk,Exact substring match for the fact 'solarpunk' found.,openai,11,100
conv-019,treatment,True,1254.11,16063.263700003372,True,Lapce,Exact substring match for the fact 'Lapce' found.,openai,11,100
conv-026,treatment,True,981.31,17220.54879999917,True,214.79,Exact substring match for the fact '214.79' found.,openai,7,100
conv-027,treatment,True,1398.92,17319.330799996897,True,Gitflow with squash merges,Exact substring match for the fact 'Gitflow with squash merges' found.,openai,9,100
conv-029,treatment,True,982.44,18203.396999997265,True,"January 28, 1979","Exact substring match for the fact 'January 28, 1979' found.",openai,9,100
conv-038,treatment,True,962.09,19173.684500005937,True,17,Exact substring match for the fact '17' found.,openai,9,100
conv-028,treatment,True,1109.91,20158.060900000364,True,cyberpunk,Exact substring match for the fact 'cyberpunk' found.,openai,7,100
conv-036,treatment,True,859.85,20639.32309999728,True,Isadora Fontaine,Exact substring match for the fact 'Isadora Fontaine' found.,openai,9,100
conv-037,treatment,True,1326.96,21248.53069999368,True,rowing intervals,Exact substring match for the fact 'rowing intervals' found.,openai,11,100
conv-033,treatment,True,834.95,22402.02969999921,True,11 November 1979,Exact substring match for the fact '11 November 1979' found.,openai,9,100
conv-040,treatment,True,875.99,23229.45369999843,True,96,Exact substring match for the fact '96' found.,openai,7,100
conv-031,treatment,True,1399.07,25125.536300001324,True,Caelum Kimathi,Exact substring match for the fact 'Caelum Kimathi' found.,openai,11,100
conv-035,treatment,True,4962.03,22582.3881999992,True,"November 17, 1990","Exact substring match for the fact 'November 17, 1990' found.",openai,9,100
conv-041,treatment,True,1271.0,26522.01100000157,True,383.15,Exact substring match for the fact '383.15' found.,openai,9,100
conv-045,treatment,True,881.6,27537.11729999548,True,Phalixar,Exact substring match for the fact 'Phalixar' found.,openai,11,100
conv-047,treatment,True,966.15,28717.041000003715,True,Plexarase,Exact substring match for the fact 'Plexarase' found.,openai,11,100
conv-034,treatment,True,1434.26,28428.409399997687,True,AZZ81S,Exact substring match for the fact 'AZZ81S' found.,openai,11,100
conv-050,treatment,True,1024.43,29849.920799997046,True,Phalixil,Exact substring match for the fact 'Phalixil' found.,openai,9,100
conv-044,treatment,True,1339.94,29689.89310000127,True,9XPSEI,Exact substring match for the fact '9XPSEI' found.,openai,9,100
conv-046,treatment,True,1315.06,30886.119200004843,True,Haskell,Exact substring match for the fact 'Haskell' found.,openai,7,100
conv-048,treatment,True,1186.34,31027.77590000207,True,Tova Kowalski,Exact substring match for the fact 'Tova Kowalski' found.,openai,11,100
conv-049,treatment,True,879.93,32214.205999999707,True,coastal,Exact substring match for the fact 'coastal' found.,openai,11,100
conv-051,treatment,True,1183.11,32195.041500000967,True,"August 26, 2017","Exact substring match for the fact 'August 26, 2017' found.",openai,9,100
conv-054,treatment,True,1093.48,33091.735700003024,True,8886,Exact substring match for the fact '8886' found.,openai,9,100
conv-042,treatment,True,1281.68,33388.61149999871,True,83.40,Exact substring match for the fact '83.40' found.,openai,11,100
conv-053,treatment,True,877.48,34188.71240000145,True,919-2790,Exact substring match for the fact '919-2790' found.,openai,9,100
conv-055,treatment,True,1227.99,34658.11589999735,True,Stellan Petrov,Exact substring match for the fact 'Stellan Petrov' found.,openai,11,100
conv-052,treatment,True,991.8,35069.37549999908,True,MO5BXX,Exact substring match for the fact 'MO5BXX' found.,openai,7,100
conv-058,treatment,True,898.34,36058.8877000043,True,Stellan Taniguchi,Exact substring match for the fact 'Stellan Taniguchi' found.,openai,7,100
conv-059,treatment,True,1189.39,35888.44219999692,True,Cephlonium,Exact substring match for the fact 'Cephlonium' found.,openai,7,100
conv-063,treatment,True,1079.48,36956.00379999847,True,Zeltrixil,Exact substring match for the fact 'Zeltrixil' found.,openai,9,100
conv-056,treatment,True,1076.02,37079.50400000161,True,Plexarase,Exact substring match for the fact 'Plexarase' found.,openai,11,100
conv-064,treatment,True,914.45,38036.42049999711,True,Gleam,Exact substring match for the fact 'Gleam' found.,openai,9,100
conv-060,treatment,True,973.93,38166.08950000238,True,52,Exact substring match for the fact '52' found.,openai,7,100
conv-067,treatment,True,987.09,39131.677899999515,True,Phalixus,Exact substring match for the fact 'Phalixus' found.,openai,11,100
conv-065,treatment,True,1228.97,38953.77519999977,True,1222,Exact substring match for the fact '1222' found.,openai,7,100
conv-057,treatment,True,1072.72,40189.79610000327,True,"January 21, 1966","Exact substring match for the fact 'January 21, 1966' found.",openai,11,100
conv-076,treatment,True,1031.45,41248.45229999705,True,literary fiction,Exact substring match for the fact 'literary fiction' found.,openai,7,100
conv-071,treatment,True,1425.1,42287.50500000062,True,568-6180,Exact substring match for the fact '568-6180' found.,openai,7,100
conv-070,treatment,True,951.01,43555.12599999633,True,cold-brew concentrate,Exact substring match for the fact 'cold-brew concentrate' found.,openai,7,100
conv-066,treatment,True,1771.78,43725.75369999962,True,Plexaros,Exact substring match for the fact 'Plexaros' found.,openai,9,100
conv-072,treatment,True,997.99,44515.17809999844,True,"August 20, 1977","Exact substring match for the fact 'August 20, 1977' found.",openai,7,100
conv-069,treatment,True,920.72,45519.11239999943,True,Bastian Mbeki,Exact substring match for the fact 'Bastian Mbeki' found.,openai,9,100
conv-061,treatment,True,999.87,45538.325399996764,True,"May 14, 2027","Exact substring match for the fact 'May 14, 2027' found.",openai,9,100
conv-082,treatment,True,1123.49,46438.410900000184,True,Orla Kimathi,Exact substring match for the fact 'Orla Kimathi' found.,openai,9,100
conv-075,treatment,True,997.04,47556.59669999497,True,Torquexar,Exact substring match for the fact 'Torquexar' found.,openai,9,100
conv-073,treatment,True,1100.36,48557.8916999988,True,133.34,Exact substring match for the fact '133.34' found.,openai,9,100
conv-074,treatment,True,883.51,49660.46890000109,True,Plexarix,Exact substring match for the fact 'Plexarix' found.,openai,9,100
conv-079,treatment,True,925.63,50541.294499996824,True,Nexiumine,Exact substring match for the fact 'Nexiumine' found.,openai,7,100
conv-088,treatment,True,952.54,51463.69729999992,True,Orvaneis,Exact substring match for the fact 'Orvaneis' found.,openai,9,100
conv-080,treatment,True,1096.67,52431.358200002156,True,Syndexium,Exact substring match for the fact 'Syndexium' found.,openai,9,100
conv-085,treatment,True,1496.06,53523.304699997825,True,18 October 1983,Exact substring match for the fact '18 October 1983' found.,openai,11,100
conv-081,treatment,True,9675.05,46525.732899999464,True,145-1058,Exact substring match for the fact '145-1058' found.,openai,9,100
conv-090,treatment,True,1375.39,55014.4432999961,True,Elara Petrov,Exact substring match for the fact 'Elara Petrov' found.,openai,11,100
conv-083,treatment,True,998.23,56201.83429999921,True,Isadora Mbeki,Exact substring match for the fact 'Isadora Mbeki' found.,openai,9,100
conv-089,treatment,True,1166.45,56392.3496999966,True,Plexarol,Exact substring match for the fact 'Plexarol' found.,openai,9,100
conv-091,treatment,True,979.81,57194.788500001596,True,28 November 1996,Exact substring match for the fact '28 November 1996' found.,openai,9,100
conv-096,treatment,True,987.64,58171.496699992815,True,Nexiumax,Exact substring match for the fact 'Nexiumax' found.,openai,11,100
conv-094,treatment,True,2414.7,57559.95999999986,True,Vietnamese egg coffee,Exact substring match for the fact 'Vietnamese egg coffee' found.,openai,7,100
conv-093,treatment,True,1066.06,59164.62069999863,True,Plexarine,Exact substring match for the fact 'Plexarine' found.,openai,7,100
conv-086,treatment,True,819.68,60247.619000002094,True,Gorlixix,Exact substring match for the fact 'Gorlixix' found.,openai,11,100
conv-062,treatment,True,1194.43,42367.95579999626,True,1972-04-02,"The assistant correctly recalled the lease renewal date as April 2, 1972, which matches the expected fact of 1972-04-02. The date is accurately preserved, even though the format is slightly different (month-day-year vs. year-month-day).",openai,11,100
conv-077,treatment,True,1458.41,61066.70830000003,True,4433,Exact substring match for the fact '4433' found.,openai,9,100
conv-098,treatment,True,1006.86,61869.857899998766,True,"November 27, 2007","Exact substring match for the fact 'November 27, 2007' found.",openai,11,100
conv-099,treatment,True,1073.87,62527.78780000534,True,"March 19, 1998","Exact substring match for the fact 'March 19, 1998' found.",openai,7,100
conv-097,treatment,True,967.26,62907.18959999993,True,Zephyr Volkov,Exact substring match for the fact 'Zephyr Volkov' found.,openai,9,100
conv-095,treatment,True,988.33,63593.96910000227,True,487,Exact substring match for the fact '487' found.,openai,9,100
conv-092,treatment,True,1191.86,63856.1727999976,True,Amara Castellano,Exact substring match for the fact 'Amara Castellano' found.,openai,7,100
conv-100,treatment,True,1176.16,64582.471099997725,True,Zephyr Hartmann,Exact substring match for the fact 'Zephyr Hartmann' found.,openai,7,100
conv-101,treatment,True,889.2,60800.90499999422,True,zone-2 cycling,Exact substring match for the fact 'zone-2 cycling' found.,openai,9,100
conv-102,treatment,True,1259.29,61483.16300000621,True,Amara Nyström,Exact substring match for the fact 'Amara Nyström' found.,openai,9,100
conv-103,treatment,True,1248.42,60775.48379999997,True,oat-milk cortado,Exact substring match for the fact 'oat-milk cortado' found.,openai,11,100
conv-104,treatment,True,1589.99,61680.79160000383,True,Gleam,Exact substring match for the fact 'Gleam' found.,openai,7,100
conv-105,treatment,True,1425.81,60933.92960000411,True,ship/show/ask,Exact substring match for the fact 'ship/show/ask' found.,openai,7,100
conv-106,treatment,True,1018.84,62321.34409999408,True,Bastian Achterberg,Exact substring match for the fact 'Bastian Achterberg' found.,openai,9,100
conv-107,treatment,True,1154.88,61485.614799998126,True,Bastian Castellano,Exact substring match for the fact 'Bastian Castellano' found.,openai,9,100
conv-023,treatment,True,1616.01,14465.63250000118,True,21 April 2028,"The assistant correctly recalled and stated the date of the surgery as April 21, 2028, which matches the Expected Fact. The format and content are accurate, confirming that the fact was preserved.",openai,7,100
conv-108,treatment,True,1199.55,62372.60229999565,True,literary fiction,Exact substring match for the fact 'literary fiction' found.,openai,9,100
conv-110,treatment,True,917.6,62026.19669999762,True,Rynolos,Exact substring match for the fact 'Rynolos' found.,openai,11,100
conv-112,treatment,True,1333.38,61945.07440000238,True,Ronan Ashworth,Exact substring match for the fact 'Ronan Ashworth' found.,openai,9,100
conv-087,treatment,True,912.36,59980.447600001105,True,1996-04-22,"The assistant correctly recalled the project deadline as April 22, 1996, which matches the Expected Fact of 1996-04-22. The date is accurately preserved, even though the format is slightly different.",openai,11,100
conv-114,treatment,True,1145.16,63416.52439999601,True,Helix,Exact substring match for the fact 'Helix' found.,openai,9,100
conv-115,treatment,True,1453.33,63874.398600001135,True,332.26,Exact substring match for the fact '332.26' found.,openai,9,100
conv-116,treatment,True,986.97,64909.56360000375,True,Georgian,Exact substring match for the fact 'Georgian' found.,openai,7,100
conv-117,treatment,True,1164.46,64788.24810000511,True,3362,Exact substring match for the fact '3362' found.,openai,11,100
conv-118,treatment,True,989.11,65894.98169999795,True,34,Exact substring match for the fact '34' found.,openai,9,100
conv-043,treatment,True,927.86,27792.319899995855,True,8935,"The assistant correctly recalled the quarterly budget figure as 8935, which matches the Expected Fact. The addition of 'thousand dollars' is a reasonable interpretation of the number in a financial context and does not alter the correctness of the fact.",openai,11,100
conv-111,treatment,True,10533.06,61371.367900000885,True,Amara Mensah,Exact substring match for the fact 'Amara Mensah' found.,openai,11,100
conv-120,treatment,True,997.62,66869.25820000225,True,Cephlonyl,Exact substring match for the fact 'Cephlonyl' found.,openai,9,100
conv-121,treatment,True,1336.03,66224.37159999975,True,Moxilis,Exact substring match for the fact 'Moxilis' found.,openai,11,100
conv-122,treatment,True,1129.83,66220.7637000009,True,cyberpunk,Exact substring match for the fact 'cyberpunk' found.,openai,9,100
conv-123,treatment,True,1150.86,66508.98149999713,True,Orvaneyl,Exact substring match for the fact 'Orvaneyl' found.,openai,7,100
conv-124,treatment,True,1179.23,66219.34510000002,True,Trevianum,Exact substring match for the fact 'Trevianum' found.,openai,7,100
conv-125,treatment,True,987.68,66658.58330000466,True,Thais Nyström,Exact substring match for the fact 'Thais Nyström' found.,openai,11,100
conv-126,treatment,True,963.69,66421.81270000269,True,cyberpunk,Exact substring match for the fact 'cyberpunk' found.,openai,7,100
conv-032,treatment,True,892.75,21501.110600001062,True,1979-11-24,"The assistant correctly recalled the specific date mentioned earlier in the conversation, November 24, 1979, without any errors or omissions. This matches the Expected Fact exactly.",openai,11,100
conv-128,treatment,True,1280.97,66397.39440000246,True,884-9540,Exact substring match for the fact '884-9540' found.,openai,7,100
conv-129,treatment,True,1167.71,65802.52890000127,True,550-2269,Exact substring match for the fact '550-2269' found.,openai,7,100
conv-130,treatment,True,1080.14,66217.61789999985,True,Syndexan,Exact substring match for the fact 'Syndexan' found.,openai,11,100
conv-084,treatment,True,981.56,60898.22830000066,True,1984-02-03,"The assistant correctly recalled the specific fact that the sister's birthday is on February 3, 1984, which matches the expected fact of 1984-02-03. The date is accurately represented in a different format, but the information is preserved.",openai,11,100
conv-132,treatment,True,1173.5,66437.56239999935,True,"December 5, 1992","Exact substring match for the fact 'December 5, 1992' found.",openai,7,100
conv-133,treatment,True,1078.94,66083.57609999744,True,Idris Mensah,Exact substring match for the fact 'Idris Mensah' found.,openai,9,100
conv-134,treatment,True,964.97,66534.07969999625,True,Elixir,Exact substring match for the fact 'Elixir' found.,openai,7,100
conv-039,treatment,True,1009.96,24109.896600002096,True,1049,"The assistant correctly recalled the expected fact by stating the quarterly budget as 1,049 thousand dollars, which aligns with the expected fact of 1049. The assistant's response is accurate and incorporates the specific detail from earlier in the conversation.",openai,7,100
conv-030,treatment,True,1842.72,18805.164399993926,True,3 October 2014,"The assistant correctly recalls and incorporates the expected fact that the passport expires on October 3, 2014. The response is accurate and directly answers the probe question using the specific date provided earlier in the conversation.",openai,11,100
conv-068,treatment,True,1063.5,40114.9026000023,True,22 July 2031,"The assistant correctly recalled and stated the expected fact that the anniversary is on July 22, 2031. The date matches exactly with the expected fact.",openai,11,100
conv-135,treatment,True,823.22,66320.33639999849,True,Cephlonil,Exact substring match for the fact 'Cephlonil' found.,openai,11,100
conv-137,treatment,True,955.94,65263.59609999764,True,Thais Osei,Exact substring match for the fact 'Thais Osei' found.,openai,9,100
conv-136,treatment,True,1529.52,65970.98220000412,True,Blivionite,Exact substring match for the fact 'Blivionite' found.,openai,7,100
conv-138,treatment,True,1191.6,64819.788400002035,True,coastal,Exact substring match for the fact 'coastal' found.,openai,11,100
conv-139,treatment,True,1271.37,64070.3910999968,True,16 July 1968,Exact substring match for the fact '16 July 1968' found.,openai,9,100
conv-140,treatment,True,1084.76,64735.71070000408,True,Lapce,Exact substring match for the fact 'Lapce' found.,openai,11,100
conv-141,treatment,True,975.75,64457.91079999396,True,zone-2 cycling,Exact substring match for the fact 'zone-2 cycling' found.,openai,11,100
conv-142,treatment,True,1152.27,64898.600399994895,True,"July 19, 1968","Exact substring match for the fact 'July 19, 1968' found.",openai,9,100
conv-143,treatment,True,911.79,64183.91330000133,True,Torquexol,Exact substring match for the fact 'Torquexol' found.,openai,7,100
conv-145,treatment,True,794.8,63923.47939999639,True,Calla Okonkwo,Exact substring match for the fact 'Calla Okonkwo' found.,openai,9,100
conv-144,treatment,True,994.31,64918.05400000344,True,LQM5K8,Exact substring match for the fact 'LQM5K8' found.,openai,7,100
conv-146,treatment,True,985.4,64557.98180000195,True,18 December 1971,Exact substring match for the fact '18 December 1971' found.,openai,9,100
conv-147,treatment,True,1065.98,63564.24679999994,True,"November 2, 1968","Exact substring match for the fact 'November 2, 1968' found.",openai,9,100
conv-148,treatment,True,976.82,64352.06919999823,True,Vesper Murakami,Exact substring match for the fact 'Vesper Murakami' found.,openai,11,100
conv-149,treatment,True,917.33,63727.22579999776,True,YUHZ1G,Exact substring match for the fact 'YUHZ1G' found.,openai,7,100
conv-150,treatment,True,893.67,64155.181799998376,True,Emacs (Doom),Exact substring match for the fact 'Emacs (Doom)' found.,openai,11,100
conv-078,treatment,True,1178.32,41174.78039999604,True,18 December 1984,"The assistant correctly recalled and stated the expected fact, which is the date of the anniversary: December 18, 1984. The response matches the expected fact exactly.",openai,7,100
conv-127,treatment,True,987.73,66242.46639999984,True,28 December 2025,"The assistant correctly recalled and stated the expected fact that the anniversary is on December 28, 2025. The date matches exactly with the Expected Fact provided.",openai,9,100
conv-113,treatment,True,1264.34,62840.85149999891,True,2021-08-15,"The assistant correctly recalled and stated the expected fact that the warranty expires on August 15, 2021. The date matches exactly with the Expected Fact provided.",openai,11,100
conv-119,treatment,True,1095.27,65805.0207000031,True,1989-08-14,"The assistant correctly recalled the date 'August 14, 1989' as the start date of the conference, which matches the Expected Fact '1989-08-14'. The format is slightly different but the information is accurate.",openai,11,100
conv-131,treatment,True,1362.88,65853.4828000053,True,2571,"The assistant correctly recalled the expected fact '2571' and incorporated it into the response as '2,571 thousand dollars,' which is an accurate representation of the number in the context of a budget figure. The slight formatting difference does not affect the correctness of the recall.",openai,11,100
conv-109,treatment,True,1086.35,61485.95569999956,True,2002-06-13,"The assistant correctly recalled the date 'June 13, 2002' as the start date of the job, which matches the Expected Fact '2002-06-13'. The format is slightly different, but the information is accurate.",openai,9,100
